N,eta,f_ent,fisher,crb,mc_sigma
85,0.6,0.25,38.25217957565368,0.026142301199392804,0.1851062862467128
85,0.6,0.5,25.500000336647975,0.03921568575678897,0.22708022007179632
85,0.6,0.75,12.750000000021936,0.07843137254888467,0.32465844392577337
85,0.6,1.0,1.0039085061477601e-15,996106710797023.8,35499037.26932405
85,0.4,0.0,34.0,0.029411764705882353,0.19675860302571455
85,0.4,0.25,25.500000394850503,0.03921568566728105,0.22181992796132077
85,0.4,0.5,17.00000000000001,0.05882352941176467,0.27197708401028337
85,0.4,0.75,8.5,0.11764705882352941,0.38852174262804456
85,0.4,1.0,1.0812773713629003e-30,4.804741615699024e+29,832083294696553.8
90,0.99,0.0,89.1,0.011223344556677891,0.11977087053129266
90,0.99,0.25,167.77281504551507,0.005960441205738308,0.08651210488464926
90,0.99,0.5,688.6878046396693,0.001452036747656964,0.04459806911685781
90,0.99,0.75,1756.2564391090523,0.0005693929301732834,0.027827168346718757
90,0.99,1.0,3278.3289786944224,0.0003050334504251751,0.019931373865039535
90,0.9,0.0,81.0,0.012345679012345678,0.12969056094949843
90,0.9,0.25,72.57392067061345,0.013779054387024717,0.1362938462914506
90,0.9,0.5,49.33706311268882,0.02026873787999784,0.16105898538506686
90,0.9,0.75,23.036366218816983,0.04340962417862422,0.24452817538645932
90,0.9,1.0,0.6170365191715192,1.6206496194790496,1.402956299460765
90,0.8,0.0,72.0,0.013888888888888888,0.12857143340160718
90,0.8,0.25,54.83527551767521,0.018236436136400323,0.1527725848047934
90,0.8,0.5,36.044100594752955,0.02774379117523529,0.18804804666072641
90,0.8,0.75,18.00098229725632,0.05555252393934181,0.2740692124269538
90,0.8,1.0,1.5366814479520003e-05,65075.2959458671,278.6774202991839
90,0.6,0.0,54.0,0.018518518518518517,0.14932350959338428
90,0.6,0.25,40.501290351938295,0.024690571369712973,0.1738489143646804
90,0.6,0.5,27.000000105244958,0.037037036892668095,0.2217912558680495
90,0.6,0.75,13.500000000003622,0.0740740740740542,0.3088641534317021
90,0.6,1.0,8.751803405511466e-17,1.1426216445518378e+16,122515359.44023032
90,0.4,0.0,36.0,0.027777777777777776,0.19096261621545854
90,0.4,0.25,27.000000140816923,0.03703703684387254,0.21898343441035714
90,0.4,0.5,18.0,0.05555555555555555,0.2684442232928398
90,0.4,0.75,9.0,0.1111111111111111,0.3791196346187415
90,0.4,1.0,1.241321388101376e-32,9.877389847240054e+29,1117040416454442.8
95,0.99,0.0,94.05,0.01063264221158958,0.11711384437879578
95,0.99,0.25,181.60912053886295,0.005506331383758932,0.08282591836697367
95,0.99,0.5,746.9136762586294,0.001338842803105584,0.0420727785414246
95,0.99,0.75,1884.0508052931464,0.0005307712494750938,0.02542400575363451
95,0.99,1.0,3473.687112013698,0.00028787854742055326,0.019108096083184194
95,0.9,0.0,85.5,0.011695906432748537,0.12439411813723099
95,0.9,0.25,75.67353342792026,0.013214659798494928,0.12530231686340562
95,0.9,0.5,50.316175696390616,0.01987432443264431,0.1561202603574911
95,0.9,0.75,23.46626851163186,0.04261435939439267,0.2453487791082296
95,0.9,1.0,0.40596220928462384,2.4632834710456777,1.8959114389653695
95,0.8,0.0,76.0,0.013157894736842105,0.13566427952182536
95,0.8,0.25,57.704132560861744,0.017329781345301037,0.15671353175152308
95,0.8,0.5,38.02812753059192,0.026296324981963548,0.18018471294769506
95,0.8,0.75,19.000474015533698,0.052630265917705914,0.26005109157294887
95,0.8,1.0,5.610427760747936e-06,178239.5287211912,461.8619274530181
95,0.6,0.0,57.0,0.017543859649122806,0.15105587676254867
95,0.6,0.25,42.750759205653075,0.02339139745307182,0.17843292698910362
95,0.6,0.5,28.50000003269954,0.03508771925798764,0.22236915915178868
95,0.6,0.75,14.250000000000593,0.07017543859648831,0.29301036309999023
95,0.6,1.0,7.582562470535134e-18,1.3188153792147971e+17,398194734.3709161
95,0.4,0.0,38.0,0.02631578947368421,0.18849782309582894
95,0.4,0.25,28.50000004991051,0.03508771923679838,0.21223555656387552
95,0.4,0.5,19.0,0.05263157894736842,0.2556168679376468
95,0.4,0.75,9.5,0.10526315789473684,0.36295685269622
95,0.4,1.0,1.4162710790466274e-34,9.998583929474925e+29,1123438535872342.1
100,0.99,0.0,99.0,0.010101010101010102,0.11257291032275898
100,0.99,0.25,195.78458740611666,0.005107654352411799,0.08002148018533509
100,0.99,0.5,805.7575839219204,0.0012410680581281407,0.03915722611439912
100,0.99,0.75,2010.0373941894604,0.0004975031822247497,0.02465878994768667
100,0.99,1.0,3660.323412732292,0.0002731999026429028,0.01810849145872273
100,0.9,0.0,90.0,0.011111111111111112,0.11745769166408393
100,0.9,0.25,78.7171560576852,0.012703710983501282,0.12690007205888504
100,0.9,0.5,51.44221900915015,0.019439285848499802,0.16166646380908395
100,0.9,0.75,24.060888921241943,0.04156122424542506,0.22983746843564515
100,0.9,1.0,0.26561398887587545,3.7648619495990165,2.198528867981675
100,0.8,0.0,80.0,0.0125,0.1330087753554612
100,0.8,0.25,60.590295810358704,0.016504293082342684,0.14653095886226633
100,0.8,0.5,40.01784059615883,0.02498885459841595,0.17877684042977826
100,0.8,0.75,20.000227474550005,0.049999431320093,0.26202543448954807
100,0.8,1.0,2.0370359763344973e-06,490909.34652976994,779.3625081152511
100,0.6,0.0,60.0,0.016666666666666666,0.15037597121385401
100,0.6,0.25,45.00044422325047,0.02222200285488133,0.1771415852368568
100,0.6,0.5,30.000000010103516,0.0333333333221072,0.2166778426497756
100,0.6,0.75,15.000000000000098,0.06666666666666624,0.29191686165131775
100,0.6,1.0,6.533186235000685e-19,1.530646707484169e+18,1382333749.53598
100,0.4,0.0,40.0,0.025,0.17468827657556937
100,0.4,0.25,30.000000017592185,0.03333333331378646,0.20581105776427597
100,0.4,0.5,20.0,0.05,0.26513607094651304
100,0.4,0.75,10.0,0.1,0.34581089951875793
100,0.4,1.0,1.606938044258999e-36,9.99998393064538e+29,1158253437304452.8
120,0.99,0.0,118.8,0.008417508417508417,0.10702992525856228
120,0.99,0.25,255.53258401236303,0.003913395248065971,0.07176762780163276
120,0.99,0.5,1044.2819563033702,0.0009575957852799422,0.0351839685861402
120,0.99,0.75,2488.4467340208166,0.0004018571048069839,0.022896900902543735
120,0.99,1.0,4311.0776348975705,0.0002319605640838244,0.01733479972985415
120,0.9,0.0,108.0,0.009259259259259259,0.11099923767161589
120,0.9,0.25,90.53801061192365,0.011045084746630188,0.11953422244774072
120,0.9,0.5,57.23461853984598,0.017471943126585412,0.15400135002374163
120,0.9,0.75,27.46277738937864,0.03641292305660078,0.21799934987783615
120,0.9,1.0,0.04650114265917932,21.504847898669865,5.056509720284152
120,0.8,0.0,96.0,0.010416666666666666,0.11179585856718544
120,0.8,0.25,72.27853650883921,0.013835365909459253,0.13617502493608918
120,0.8,0.5,48.00275849197356,0.020832136139993036,0.15917245548752987
120,0.8,0.75,24.00001152511086,0.04166664665780325,0.23394666837076822
120,0.8,1.0,3.3819013191943424e-08,29569165.55561196,6105.8832374999
120,0.6,0.0,72.0,0.013888888888888888,0.13261270956434684
120,0.6,0.25,54.00004974163194,0.018518501460361412,0.15935235937547831
120,0.6,0.5,36.00000000008797,0.027777777777709897,0.18437068609264085
120,0.6,0.75,18.0,0.05555555555555555,0.270518380355279
120,0.6,1.0,3.439636415078543e-23,2.9072839400798294e+22,194479595398.65048
120,0.4,0.0,48.0,0.020833333333333332,0.16017364611011414
120,0.4,0.25,36.000000000259405,0.02777777777757762,0.19197298625068043
120,0.4,0.5,24.0,0.041666666666666664,0.23137529092211256
120,0.4,0.75,12.0,0.08333333333333333,0.3226509372543991
120,0.4,1.0,2.5442597732808904e-44,9.999999999999745e+29,1153457584620804.0
140,0.99,0.0,138.6,0.007215007215007215,0.09776585624956133
140,0.99,0.25,319.38085659361803,0.003131058043570863,0.06352685184117306
140,0.99,0.5,1281.654716020507,0.0007802413454264538,0.033148301066433156
140,0.99,0.75,2912.94494045938,0.0003432951945333704,0.021139119443374068
140,0.99,1.0,4799.3598610846175,0.0002083611208462305,0.016116472014545857
140,0.9,0.0,126.0,0.007936507936507936,0.101663027997832
140,0.9,0.25,102.16591373404181,0.009788000356001306,0.11356298922413437
140,0.9,0.5,64.5351179331336,0.015495439258918286,0.1416289257925451
140,0.9,0.75,31.62968906304838,0.03161586565099236,0.20313676973460315
140,0.9,1.0,0.007694978183276384,129.95488436514552,13.287445264709216
140,0.8,0.0,112.0,0.008928571428571428,0.11066068246908364
140,0.8,0.25,84.12422975882237,0.011887181646321427,0.1206901826979847
140,0.8,0.5,56.00040314861654,0.01785701430302479,0.14505375775654902
140,0.8,0.75,28.000000551935713,0.0357142850102861,0.22262460175898222
140,0.8,1.0,5.307063086403163e-10,1884281350.568503,48580.60793524918
140,0.6,0.0,84.0,0.011904761904761904,0.1251617532808756
140,0.6,0.25,63.00000526465433,0.015873014546572466,0.14430253717877536
140,0.6,0.5,42.000000000000725,0.0238095238095234,0.17928775386417717
140,0.6,0.75,21.0,0.047619047619047616,0.23926193561523781
140,0.6,1.0,1.7117136938253633e-27,5.8386874794379085e+26,27371182800680.945
140,0.4,0.0,56.0,0.017857142857142856,0.15785309471533338
140,0.4,0.25,42.00000000000362,0.023809523809521758,0.17520505535222503
140,0.4,0.5,28.0,0.03571428571428571,0.21757073859809478
140,0.4,0.75,14.0,0.07142857142857142,0.3019181969378318
140,0.4,1.0,3.807631028762458e-52,9.999999999999999e+29,1192033050872234.0
160,0.99,0.0,158.4,0.006313131313131313,0.09175743371500832
160,0.99,0.25,386.38870342787214,0.002588067381702508,0.05936057192065203
160,0.99,0.5,1511.274284044194,0.0006616932548630313,0.029182431638843948
160,0.99,0.75,3272.908226173178,0.00030553866191636,0.019251638069207738
160,0.99,1.0,5127.091887551726,0.0001950423401671307,0.015308840988595675
160,0.9,0.0,144.0,0.006944444444444444,0.09491398548001659
160,0.9,0.25,113.91235317657384,0.008778679152118952,0.10899876115867925
160,0.9,0.5,72.69911840169085,0.013755324988600437,0.1328904039164053
160,0.9,0.75,36.03487585699438,0.02775089343913751,0.18294375838024218
160,0.9,1.0,0.0012219163489569434,818.3866275736663,33.766651822853575
160,0.8,0.0,128.0,0.0078125,0.09786792267891832
160,0.8,0.25,96.0531691198314,0.010410900641419205,0.11774645944785496
160,0.8,0.5,64.00005653910607,0.015624986196519502,0.1418470416373178
160,0.8,0.75,32.00000002536426,0.031249999975230217,0.21223705710567028
160,0.8,1.0,7.99167628880901e-12,125130193448.94272,388888.59675392223
160,0.6,0.0,96.0,0.010416666666666666,0.11604679188856945
160,0.6,0.25,72.00000053469978,0.013888888785744642,0.13342385747825886
160,0.6,0.5,48.00000000000001,0.02083333333333333,0.17430818357207692
160,0.6,0.75,24.0,0.041666666666666664,0.24539502629192564
160,0.6,1.0,8.174101510074738e-32,9.244356884321941e+29,1102413549891075.9
160,0.4,0.0,64.0,0.015625,0.14123102071381352
160,0.4,0.25,48.00000000000005,0.02083333333333331,0.16652528044798368
160,0.4,0.5,32.0,0.03125,0.1953210275490987
160,0.4,0.75,16.0,0.0625,0.29214148524412414
160,0.4,1.0,5.468126811957578e-60,9.999999999999999e+29,1153754277895923.2
180,0.99,0.0,178.2,0.0056116722783389455,0.0839057065518833
180,0.99,0.25,455.7189023198346,0.002194335137097683,0.0530477039954094
180,0.99,0.5,1728.264489347211,0.0005786151403120674,0.02787091326415584
180,0.99,0.75,3564.042718704725,0.00028058025083476794,0.019141758456555972
180,0.99,1.0,5307.378218542032,0.0001884169469035327,0.015856666256045766
180,0.9,0.0,162.0,0.006172839506172839,0.09135670610864909
180,0.9,0.25,125.9185315563444,0.007941642803803925,0.10312334838177005
180,0.9,0.5,81.30851825958575,0.01229883438297815,0.11955773250271744
180,0.9,0.75,40.50908798443792,0.024685818658375196,0.1786591145700509
180,0.9,1.0,0.0001880168227117553,5318.673007963119,81.54209768215871
180,0.8,0.0,144.0,0.006944444444444444,0.09662108654413695
180,0.8,0.25,108.02205029737648,0.009257369187560097,0.10770427142050226
180,0.8,0.5,72.00000768340723,0.013888887406750306,0.13956220305921122
180,0.8,0.75,36.00000000112948,0.027777777776906265,0.18722440695730896
180,0.8,1.0,1.1661184555456082e-13,8575458138445.429,3296733.139943676
180,0.6,0.0,108.0,0.009259259259259259,0.10752629562436619
180,0.6,0.25,81.00000005262248,0.012345679004325183,0.12721091894669234
180,0.6,0.5,54.0,0.018518518518518517,0.15715980110968694
180,0.6,0.75,27.0,0.037037037037037035,0.2209834966718002
180,0.6,1.0,3.7824228567270174e-36,9.9999621759145e+29,1109592974106808.0
180,0.4,0.0,72.0,0.013888888888888888,0.13559944901609428
180,0.4,0.25,54.0,0.018518518518518517,0.15340654804568604
180,0.4,0.5,36.0,0.027777777777777776,0.18150031616152487
180,0.4,0.75,18.0,0.05555555555555555,0.25835900869884376
180,0.4,1.0,7.609277968187296e-68,9.999999999999999e+29,1170224764514582.0
200,0.99,0.0,198.0,0.005050505050505051,0.0773156050958531
200,0.99,0.25,526.6287919609601,0.0018988707326015924,0.048616255319013604
200,0.99,0.5,1929.161706366146,0.0005183598641316824,0.024962175283055256
200,0.99,0.75,3786.4989096557783,0.0002640962070396866,0.01842104667764155
200,0.99,1.0,5359.186994318469,0.00018659546701022895,0.014842762059720738
200,0.9,0.0,180.0,0.005555555555555556,0.08761198009149644
200,0.9,0.25,138.22110950457508,0.007234784929626833,0.10029971074871431
200,0.9,0.5,90.13280699443794,0.011094739344595244,0.116225236143247
200,0.9,0.75,45.002310043709116,0.022221081518453967,0.17314765773318666
200,0.9,1.0,2.822031643462147e-05,35435.463748846276,215.88878627669465
200,0.8,0.0,160.0,0.00625,0.09050436031584791
200,0.8,0.25,120.00892029807942,0.008332713914233954,0.10501704203319823
200,0.8,0.5,80.00000101851799,0.012499999840856566,0.12866088457811536
200,0.8,0.75,40.00000000004906,0.024999999999969335,0.18549740375183355
200,0.8,1.0,1.6598062275524156e-15,602479966275714.0,28025636.515726034
200,0.6,0.0,120.0,0.008333333333333333,0.10166594551652644
200,0.6,0.25,90.00000000505176,0.011111111110487437,0.12208621596150118
200,0.6,0.5,60.0,0.016666666666666666,0.14896152609286922
200,0.6,0.75,30.0,0.03333333333333333,0.20390474041656578
200,0.6,1.0,1.7073008952480968e-40,9.999999998292697e+29,1122684678823907.9
200,0.4,0.0,80.0,0.0125,0.12978595770568102
200,0.4,0.25,60.0,0.016666666666666666,0.1517084049019234
200,0.4,0.5,40.0,0.025,0.1792262920813929
200,0.4,0.75,20.0,0.05,0.26462843533899716
200,0.4,1.0,1.0328999512347749e-75,9.999999999999999e+29,1181568093381124.5
220,0.99,0.0,217.8,0.004591368227731864,0.07683547471912511
220,0.99,0.25,598.4620296700522,0.0016709497853210943,0.045100876948181635
220,0.99,0.5,2111.650184342134,0.00047356328591496383,0.02496252073444273
220,0.99,0.75,3943.4349315771533,0.0002535860277527277,0.018051928643723597
220,0.99,1.0,5303.812629266051,0.00018854361379247694,0.015827184452103852
220,0.9,0.0,198.0,0.005050505050505051,0.08049698735239098
220,0.9,0.25,150.80145987114142,0.0066312355387971155,0.09592678740746678
220,0.9,0.5,99.05603139214254,0.01009529642916144,0.11389843055711922
220,0.9,0.75,49.50057549719249,0.020201785331904205,0.16964691572668564
220,0.9,1.0,4.1514273129663356e-06,240881.00901505756,555.1981459797256
220,0.8,0.0,176.0,0.005681818181818182,0.08755514964712374
220,0.8,0.25,132.00353683396233,0.007575554594857768,0.09646835870188826
220,0.8,0.5,88.00000013232867,0.011363636346548469,0.1210720161637686
220,0.8,0.75,44.00000000000209,0.02272727272727165,0.1724310811525076
220,0.8,1.0,2.3154878148029128e-17,4.31874438555434e+16,236838066.45706373
220,0.6,0.0,132.0,0.007575757575757576,0.09837153638963406
220,0.6,0.25,99.00000000047532,0.010101010100961604,0.11391946405085436
220,0.6,0.5,66.0,0.015151515151515152,0.13680797225761354
220,0.6,0.75,33.0,0.030303030303030304,0.1926865160132908
220,0.6,1.0,7.553016719244964e-45,9.999999999999924e+29,1151828437270906.5
220,0.4,0.0,88.0,0.011363636363636364,0.12471979782330846
220,0.4,0.25,66.0,0.015151515151515152,0.139596243541372
220,0.4,0.5,44.0,0.022727272727272728,0.17200670050552258
220,0.4,0.75,22.0,0.045454545454545456,0.24448692731606267
220,0.4,1.0,1.3741794631213986e-83,9.999999999999999e+29,1139179099544804.5
240,0.99,0.0,237.6,0.004208754208754209,0.07550089577532103
240,0.99,0.25,670.6409781516851,0.0014911107918815852,0.043333471480346816
240,0.99,0.5,2274.3388174487854,0.0004396882260145122,0.025367230568702707
240,0.99,0.75,4039.9336639065245,0.0002475288168551319,0.017456944054129703
240,0.99,1.0,5162.608437253898,0.00019370053184430958,0.01587959683179978
240,0.9,0.0,216.0,0.004629629629629629,0.0825164124521227
240,0.9,0.25,163.617309269923,0.006111822792234521,0.0869296108883199
240,0.9,0.5,108.02325057132958,0.00925726632656442,0.1160981685210852
240,0.9,0.75,54.000141012617036,0.018518470160408505,0.16096550453626188
240,0.9,1.0,6.006545190581518e-07,1664850.5393217327,1468.61358907198
240,0.8,0.0,192.0,0.005208333333333333,0.07865715856128816
240,0.8,0.25,144.00137924598678,0.0069443779305181155,0.09868225994448178
240,0.8,0.5,96.00000001690951,0.010416666664831868,0.11898289235049148
240,0.8,0.75,48.000000000000085,0.020833333333333297,0.166692977499852
240,0.8,1.0,3.177015703546787e-19,3.1476079859487724e+18,2020131655.8783014
240,0.6,0.0,144.0,0.006944444444444444,0.09550454986321143
240,0.6,0.25,108.00000000004398,0.00925925925925549,0.11003389214678977
240,0.6,0.5,72.0,0.013888888888888888,0.13661276774479472
240,0.6,0.75,36.0,0.027777777777777776,0.19549796951617765
240,0.6,1.0,3.2864162966484367e-49,9.999999999999999e+29,1165955523953829.5
240,0.4,0.0,96.0,0.010416666666666666,0.1161356184224727
240,0.4,0.25,72.0,0.013888888888888888,0.13280218242008837
240,0.4,0.5,48.0,0.020833333333333332,0.16561054557630311
240,0.4,0.75,24.0,0.041666666666666664,0.23396230090277018
240,0.4,1.0,1.7981271649820355e-91,9.999999999999999e+29,1114781144895110.2
260,0.99,0.0,257.4,0.0038850038850038854,0.07046594515353821
260,0.99,0.25,742.6596770493861,0.0013465117750475378,0.038773737733865644
260,0.99,0.5,2416.5734928763495,0.0004138090577207071,0.02380189527926323
260,0.99,0.75,4082.1973505135834,0.00024496610872430983,0.018004715494041014
260,0.99,1.0,4955.611947366843,0.00020179142568484373,0.015783047071254774
260,0.9,0.0,234.0,0.004273504273504274,0.07682894573089381
260,0.9,0.25,176.62080442142127,0.005661847160507644,0.08745931685927792
260,0.9,0.5,117.00951443352295,0.008546313561262864,0.10312323688593876
260,0.9,0.75,58.500034073741695,0.017094007137490878,0.14406240001002862
260,0.9,1.0,8.57036168167623e-08,11668119.002935888,3855.2316312309113
260,0.8,0.0,208.0,0.004807692307692308,0.08422874178790271
260,0.8,0.25,156.00053041509665,0.00641023461483838,0.0927013149804589
260,0.8,0.5,104.00000000213086,0.009615384615187605,0.11276367149468412
260,0.8,0.75,52.00000000000001,0.01923076923076923,0.16083533470932443
260,0.8,1.0,4.298761135699126e-21,2.3262516064520543e+20,16839478628.56291
260,0.6,0.0,156.0,0.00641025641025641,0.09024020597644455
260,0.6,0.25,117.00000000000401,0.008547008547008255,0.10393091244365071
260,0.6,0.5,78.0,0.01282051282051282,0.13163768248697413
260,0.6,0.75,39.0,0.02564102564102564,0.18446354305685972
260,0.6,1.0,1.4101710534814125e-53,9.999999999999999e+29,1163388490935949.8
260,0.4,0.0,104.0,0.009615384615384616,0.11109127007271626
260,0.4,0.25,78.0,0.01282051282051282,0.13261427148921265
260,0.4,0.5,52.0,0.019230769230769232,0.16086272636652288
260,0.4,0.75,26.0,0.038461538461538464,0.2181867224946145
260,0.4,1.0,2.3203016091241797e-99,9.999999999999999e+29,1151338692963778.0
280,0.99,0.0,277.2,0.0036075036075036075,0.06639007343659956
280,0.99,0.25,814.0773580102535,0.0012283844897052212,0.03948694108324112
280,0.99,0.5,2538.2799305423086,0.0003939675793703132,0.02306951482176625
280,0.99,0.75,4076.958601009374,0.0002452808816239684,0.018659241305704677
280,0.99,1.0,4700.78675024289,0.0002127303477334576,0.016707524620085536
280,0.9,0.0,252.0,0.003968253968253968,0.07226173158028505
280,0.9,0.25,189.7675589665668,0.005269604591247231,0.0821781177184995
280,0.9,0.5,126.00384748909164,0.007936265597656228,0.10157616981275533
280,0.9,0.75,63.00000813629779,0.015873013823054487,0.14396871935385455
280,0.9,1.0,1.2084222294101941e-08,82752532.65475589,10689.822941418694
280,0.8,0.0,224.0,0.004464285714285714,0.07461968969115296
280,0.8,0.25,168.00020157430828,0.005952373810442658,0.08735342035849795
280,0.8,0.5,112.00000000026536,0.008928571428550275,0.10690284296808497
280,0.8,0.75,56.0,0.017857142857142856,0.14591832105442287
280,0.8,1.0,5.747942572053687e-23,1.7397529117017256e+22,147192539040.75497
280,0.6,0.0,168.0,0.005952380952380952,0.08719057739817315
280,0.6,0.25,126.00000000000036,0.007936507936507914,0.1006296574583981
280,0.6,0.5,84.0,0.011904761904761904,0.12521523625388783
280,0.6,0.75,42.0,0.023809523809523808,0.17100855616147012
280,0.6,1.0,5.979517897202592e-58,9.999999999999999e+29,1070959035965950.5
280,0.4,0.0,112.0,0.008928571428571428,0.10761164874440993
280,0.4,0.25,84.0,0.011904761904761904,0.1248499715151108
280,0.4,0.5,56.0,0.017857142857142856,0.152393490629308
280,0.4,0.75,28.0,0.03571428571428571,0.21957784667124156
280,0.4,1.0,2.958786541060134e-107,9.999999999999999e+29,1178663082067921.5
300,0.99,0.0,297.0,0.003367003367003367,0.06618775771624184
300,0.99,0.25,884.5124647298202,0.0011305663174633227,0.03815067796681237
300,0.99,0.5,2639.8326064371854,0.0003788118979822878,0.023188370554346232
300,0.99,0.75,4031.058974634333,0.0002480737707616179,0.01812051771055357
300,0.99,1.0,4413.680466415715,0.0002265682818702291,0.016469943161047915
300,0.9,0.0,270.0,0.003703703703703704,0.0689019718661116
300,0.9,0.25,203.02029630708066,0.004925615902399426,0.08016545358303066
300,0.9,0.5,135.00154002913942,0.0074073229074583516,0.09372170793604503
300,0.9,0.75,67.50000192305154,0.0148148143927459,0.13889903855981506
300,0.9,1.0,1.686534933496327e-09,592931685.0418965,26911.617675702604
300,0.8,0.0,240.0,0.004166666666666667,0.07277058452586663
300,0.8,0.25,180.00007582485,0.005555553215283393,0.08276124027094467
300,0.8,0.5,120.00000000003271,0.00833333333333106,0.1048788395628492
300,0.8,0.75,60.0,0.016666666666666666,0.14491436606252964
300,0.8,1.0,7.607441248353706e-25,1.3145007011598076e+24,1300912938444.8242
300,0.6,0.0,180.0,0.005555555555555556,0.08907955722631482
300,0.6,0.25,135.00000000000003,0.007407407407407406,0.10066109692355525
300,0.6,0.5,90.0,0.011111111111111112,0.11573962916917055
300,0.6,0.75,45.0,0.022222222222222223,0.1665288614403379
300,0.6,1.0,2.5096758092638227e-62,9.999999999999999e+29,1104073621969654.5
300,0.4,0.0,120.0,0.008333333333333333,0.10444528012693885
300,0.4,0.25,90.0,0.011111111111111112,0.11998905351706374
300,0.4,0.5,60.0,0.016666666666666666,0.1524686000021794
300,0.4,0.75,30.0,0.03333333333333333,0.20795266682108907
300,0.4,1.0,3.7345640119929556e-115,9.999999999999999e+29,1119458319383684.2
320,0.99,0.0,316.8,0.0031565656565656565,0.062318354851214425
320,0.99,0.25,953.637142022097,0.0010486168752609562,0.034834973735906244
320,0.99,0.5,2721.9459437758633,0.0003673842246157201,0.022753917583582674
320,0.99,0.75,3951.1563279404236,0.00025309046694218227,0.01831955417834352
320,0.99,1.0,4107.3548786560505,0.00024346569253037265,0.01768767125160615
320,0.9,0.0,288.0,0.003472222222222222,0.06849956301154331
320,0.9,0.25,216.34955920084542,0.004622149468174614,0.07852748295868062
320,0.9,0.5,144.0006109581745,0.006944414980922919,0.0966516796938029
320,0.9,0.75,72.00000045049089,0.01388888880198864,0.13142790958150785
320,0.9,1.0,2.3329368185129166e-10,4286442702.0249515,72918.18608646023
320,0.8,0.0,256.0,0.00390625,0.0700325308832429
320,0.8,0.25,192.00002826955304,0.005208332566472741,0.08093460896583164
320,0.8,0.5,128.000000000004,0.007812499999999755,0.09876313657375549
320,0.8,0.75,64.0,0.015625,0.14078138535953025
320,0.8,1.0,9.979201547673776e-27,1.0019837727957346e+26,11382628910431.238
320,0.6,0.0,192.0,0.005208333333333333,0.08330401592798783
320,0.6,0.25,144.0,0.006944444444444444,0.09726162868719232
320,0.6,0.5,96.0,0.010416666666666666,0.11615036933625053
320,0.6,0.75,48.0,0.020833333333333332,0.16778844519230773
320,0.6,1.0,1.0439989921407204e-66,9.999999999999999e+29,1098629757725735.2
320,0.4,0.0,128.0,0.0078125,0.10082047593195986
320,0.4,0.25,96.0,0.010416666666666666,0.11574898010632788
320,0.4,0.5,64.0,0.015625,0.1376835175635352
320,0.4,0.75,32.0,0.03125,0.2075277154438476
320,0.4,1.0,4.671939192445211e-123,9.999999999999999e+29,1141961502658255.8
340,0.99,0.0,336.6,0.0029708853238265003,0.06112488708241833
340,0.99,0.25,1021.1721603707574,0.0009792668061347556,0.03657054770713438
340,0.99,0.5,2785.5844726702703,0.0003589910877990344,0.020723150308266765
340,0.99,0.75,3843.530173125956,0.00026017748136648465,0.01853952514297312
340,0.99,1.0,3792.4860959894218,0.00026367927915609403,0.018959637508924203
340,0.9,0.0,306.0,0.0032679738562091504,0.06509472069247771
340,0.9,0.25,229.73301890786948,0.004352878853696834,0.07408440443739026
340,0.9,0.5,153.00024048857657,0.006535937439096136,0.09416542832256537
340,0.9,0.75,76.5000001047084,0.01307189540694461,0.13372221677177606
340,0.9,1.0,3.201924177279858e-11,31231220498.467068,198684.32031975922
340,0.8,0.0,272.0,0.003676470588235294,0.06821332665352955
340,0.8,0.25,204.00001045747305,0.004901960533028823,0.07932561105623907
340,0.8,0.5,136.00000000000048,0.007352941176470562,0.09403292619952985
340,0.8,0.75,68.0,0.014705882352941176,0.13525249312719886
340,0.8,1.0,1.2988332899380477e-28,7.640392460122511e+27,102343839321860.89
340,0.6,0.0,204.0,0.004901960784313725,0.07743222086004847
340,0.6,0.25,153.0,0.006535947712418301,0.09023239779226984
340,0.6,0.5,102.0,0.00980392156862745,0.11438246699387554
340,0.6,0.75,51.0,0.0196078431372549,0.16311357708218624
340,0.6,1.0,4.309064199093366e-71,9.999999999999999e+29,1109333876558181.2
340,0.4,0.0,136.0,0.007352941176470588,0.09194033213502441
340,0.4,0.25,102.0,0.00980392156862745,0.11319698847524254
340,0.4,0.5,68.0,0.014705882352941176,0.14575003346029997
340,0.4,0.75,34.0,0.029411764705882353,0.20029571608212207
340,0.4,1.0,5.799023725690874e-131,9.999999999999999e+29,1120334625687275.6
360,0.99,0.0,356.4,0.0028058361391694727,0.059987292869986296
360,0.99,0.25,1086.8822446736056,0.0009200628724046398,0.03312469838135582
360,0.99,0.5,2831.889109271016,0.00035312117156219427,0.021684555803991267
360,0.99,0.75,3713.9607947370673,0.00026925432315200187,0.018094480247154415
360,0.99,1.0,3477.5634018091846,0.0002875576616316341,0.019932291693306833
360,0.9,0.0,324.0,0.0030864197530864196,0.06127666226057912
360,0.9,0.25,243.15425912979288,0.004112615602863908,0.0750148878265935
360,0.9,0.5,162.00009400841137,0.00617283592408334,0.0920779577030928
360,0.9,0.75,81.00000002416942,0.012345679008661877,0.12321762945921833
360,0.9,1.0,4.364237731188103e-12,229135088781.6471,550718.5971794893
360,0.8,0.0,288.0,0.003472222222222222,0.06730696709003196
360,0.8,0.25,216.00000384170363,0.00462962954728859,0.07961452456063604
360,0.8,0.5,144.00000000000006,0.0069444444444444415,0.09390712754323642
